wada wrodzony aorta	ICD10:Q20	1	1	Wrodzone wady rozwojowe jam i po³¹czeñ sercowych
podwi¹zaniem i odciêciem od aorta prawy têtnica podobojczykowy	ICD10:Z98.8	1	1	Inne okreœlone stany po zabiegach chirurgicznych
têtnica b³¹dziæ	ICD10:Q27.8	3	5	Inne okreœlone wrodzone wady rozwojowe obwodowego uk³adu naczyniowego
podwi¹zaniem przewód têtniczy	ICD10:Z98.8	1	1	Inne okreœlone stany po zabiegach chirurgicznych
wada serce pod postaæ tunel aorta-lewa komora	ICD10:Q20.8	1	1	Inne wrodzone wady rozwojowe jam i po³¹czeñ sercowych
tunel aortalno-lewokomorowego	ICD10:Q20.8	1	1	Inne wrodzone wady rozwojowe jam i po³¹czeñ sercowych
dwukierunkowy zespolenie metoda glenna ( podwi¹zaæ i przeci¹æ zespolenie prawo komora - têtnica p³ucny )	ICD10:Z98.8	1	3	Inne okreœlone stany po zabiegach chirurgicznych
implantacja stent formula 418 8x12 milimetr do lewy têtnica p³ucny	ICD10:Z95.8	1	2	Obecnoœæ innych implantów i przeszczepów sercowo-naczyniowych
operacja meta fontana - tunel zewn¹trzprzedsionkowy œr 18 milimetr z fenestracj¹ o œr 6 milimetr - operacja w warunki kr¹¿enie pozaustrojowy	ICD10:Z98.8	1	2	Inne okreœlone stany po zabiegach chirurgicznych
przedwczesny pobudzenie przedsionkowy	ICD10:I49.1	2	3	Przedwczesna depolaryzacja przedsionkowa [pobudzenie przedsionkowe]
blok przedsionkowo-komorowy i stopieñ	ICD10:I44.0	50	50	Blok przedsionkowo-komorowy pierwszego stopnia
operacja wyciêcie przegroda miêdzyprzedsionkowej	ICD10:Z98.8	3	3	Inne okreœlone stany po zabiegach chirurgicznych
implantacja dwa stent do przewód têtniczy	ICD10:Z95.8	2	3	Obecnoœæ innych implantów i przeszczepów sercowo-naczyniowych
operacja bdg po strona prawy	ICD10:Z98.8	2	3	Inne okreœlone stany po zabiegach chirurgicznych
wszyciu proteza miêdzy ³uk aorta i pienie têtnica p³ucny	ICD10:Z95.8	2	2	Obecnoœæ innych implantów i przeszczepów sercowo-naczyniowych
implantacja stent valeo do lewy têtnica p³ucny	ICD10:Z95.8	3	4	Obecnoœæ innych implantów i przeszczepów sercowo-naczyniowych
przewlek³y niewydolnoœæ kr¹¿enie	ICD10:I99	8	16	Inne i nieokreœlone zaburzenia uk³adu kr¹¿enia
operacja bdg po strona lewy	ICD10:Z98.8	2	2	Inne okreœlone stany po zabiegach chirurgicznych
wyciêcie stent z przewód têtniczy	ICD10:Z98.8	2	2	Inne okreœlone stany po zabiegach chirurgicznych
przewê¿enie ga³êzie p³ucny	ICD10:Q25.6	12	14	Zwê¿enie pnia p³ucnego
implantacja stent do przewód têtniczy	ICD10:Z95.8	8	15	Obecnoœæ innych implantów i przeszczepów sercowo-naczyniowych
operacja rekonstrukcja ³uk aorta	ICD10:Z98.8	2	2	Inne okreœlone stany po zabiegach chirurgicznych
operacja metoda fontana ( tunel zewn¹trzprzedsionkowy z fenestracj¹	ICD10:Z98.8	2	4	Inne okreœlone stany po zabiegach chirurgicznych
interwencyjny zamkniêcie fenestracji zestaw ado 6/4 milimetr	ICD10:Z95.8	2	2	Obecnoœæ innych implantów i przeszczepów sercowo-naczyniowych
restrykcyjny po³¹czenie miêdzyprzedsionkowe	ICD10:Q21.1	4	13	Ubytek przegrody miêdzyprzedsionkowej
zwê¿enie   lewy têtnica p³ucny	ICD10:Q25.6	1	1	Zwê¿enie pnia p³ucnego
dwukierunkowy zespolenie meta glenna	ICD10:Z98.8	32	51	Inne okreœlone stany po zabiegach chirurgicznych
mapca	ICD10:Q25.7	12	17	Inne wrodzone wady rozwojowe pnia p³ucnego
zestaw vascular plug iv 5 milimetr	ICD10:Z95.8	2	4	Obecnoœæ innych implantów i przeszczepów sercowo-naczyniowych
leczenie hybrydowy	ICD10:Z98.8	6	17	Inne okreœlone stany po zabiegach chirurgicznych
wrodzony wada serce pod postacia hipoplazja i zwê¿enie zastawka aortalny	ICD10:Q23	3	3	Wrodzone wady rozwojowe zastawki aortalnej i zastawki mitralnej
hipoplazja ³uk aorta	ICD10:Q25.4	51	63	Inne wrodzone wady rozwojowe aorty
ubytek miêdzyprzedsionkowym	ICD10:Q21.1	16	16	Ubytek przegrody miêdzyprzedsionkowej
operacja przewê¿enie ga³êzie p³ucny	ICD10:Z98.8	3	3	Inne okreœlone stany po zabiegach chirurgicznych
implantacja stent do przetrwa³ego przewód têtniczy	ICD10:Z95.8	3	3	Obecnoœæ innych implantów i przeszczepów sercowo-naczyniowych
operacja metoda norwooda w modyfikacja sano ( zespolenie rv-pa o œr 8 milimetr )	ICD10:Z95.8	4	4	Obecnoœæ innych implantów i przeszczepów sercowo-naczyniowych
operacja naprawczej- konwersja do serce dwukomorowy z u¿ycie proteza biologiczny contegra ( œr 14 milimetr	ICD10:Z95.3	3	3	Obecnoœæ ksenogenicznej zastawki serca
zwê¿enie dystalnego miejsce zespolenie proteza biologiczny contegra	ICD10:T82.0	3	3	Mechaniczne powik³anie protezy zastawki serca
zwê¿enie proksymalnego odcinek prawy têtnica p³ucny	ICD10:I28.8	6	7	Inne okreœlone choroby naczyñ p³ucnych
wrodzony wada serce pod postaæ hipoplazja i zwê¿enie zastawka aortalny	ICD10:Q23	1	2	Wrodzone wady rozwojowe zastawki aortalnej i zastawki mitralnej
leczenie hybrydowy : przewê¿enie ga³êzie p³ucny	ICD10:Z98.8	1	1	Inne okreœlone stany po zabiegach chirurgicznych
implantacja stent do   przewód têtniczy	ICD10:Z95.8	1	1	Obecnoœæ innych implantów i przeszczepów sercowo-naczyniowych
operacja   konwersja do serce dwukomorowy z u¿ycie proteza biologiczny contegra œr 14 milimetr w pozycja p³ucny	ICD10:Z95.3	1	1	Obecnoœæ ksenogenicznej zastawki serca
zwê¿enie dystalnego miejsce zespolenie proteza biologiczny contegra z têtnica p³ucny	ICD10:T82.0	1	1	Mechaniczne powik³anie protezy zastawki serca
debandingiem têtnica p³ucny	ICD10:Z98.8	2	8	Inne okreœlone stany po zabiegach chirurgicznych
wrodzony wada serce - atrezja zastawka pieñ p³ucny	ICD10:Q22.0	1	1	Zaroœniêcie zastawki pnia p³ucnego
transpozycyjny ustawienie naczynie	ICD10:Q20.3	4	5	Nieprawid³owe po³¹czenia komorowo-têtnicze
operacja prawostronny zespolenie systemowo-p³ucnego ( gore-tex ; œred 4 milimetr	ICD10:Z95.8	1	1	Obecnoœæ innych implantów i przeszczepów sercowo-naczyniowych
operacja lewostronny zespolenie systemowo-p³ucnego ( gore-tex ; œred 5 milimetr )	ICD10:Z95.8	1	1	Obecnoœæ innych implantów i przeszczepów sercowo-naczyniowych
przedsionkowy zaburzenie rytm serce	ICD10:I49.1	5	6	Przedwczesna depolaryzacja przedsionkowa [pobudzenie przedsionkowe]
po poród	ICD10:O82	1	2	Poród pojedynczy przez ciêcie cesarskie
korekcja wada	ICD10:Z98.8	11	21	Inne okreœlone stany po zabiegach chirurgicznych
przezskórnym zamkniêcie	ICD10:Z95.8	3	10	Obecnoœæ innych implantów i przeszczepów sercowo-naczyniowych
implantacja w pozycja p³ucny zastawka cor matrix	ICD10:Z95.4	2	3	Obecnoœæ innych protez zastawek serca
implantacja	ICD10:Z95	2	5	Obecnoœæ implantów i przeszczepów serca i naczyñ krwionoœnych
ci¹¿a 12 tydz	ICD10:Z32.1	2	2	Ci¹¿a potwierdzona
korka	ICD10:Z98.8	1	1	Inne okreœlone stany po zabiegach chirurgicznych
ci¹¿a 12 tyg	ICD10:Z32.1	1	1	Ci¹¿a potwierdzona
w 12 tydzieñ ci¹¿a	ICD10:Z32.1	1	1	Ci¹¿a potwierdzona
odra ( +	ICD10:B05	2	2	Odra
szczepiæ	ICD10:B05	6	17	Odra
zestaw aso 18 milimetr	ICD10:Z95.8	2	2	Obecnoœæ innych implantów i przeszczepów sercowo-naczyniowych
asd	ICD10:Q21.1	90	90	Ubytek przegrody miêdzyprzedsionkowej
tetralogoii fallota	ICD10:Q21.3	1	1	Tetralogia Fallota
tof	ICD10:Q21.3	16	16	Tetralogia Fallota
nastêpnie zastawka melody	ICD10:Z95.2	2	2	Obecnoœæ protez zastawek serca
zwêziæ graftu	ICD10:T82.0	2	2	Mechaniczne powik³anie protezy zastawki serca
stentu	ICD10:Z95.8	2	2	Obecnoœæ innych implantów i przeszczepów sercowo-naczyniowych
wrodzony wada serce pod postaæ hlhs	ICD10:Q23.4	6	6	Zespó³ niedorozwoju lewej czêœci serca
leczenie hybrydowy : przewê¿enie ga³êzie têtnica p³ucny do œr lewy - 25 milimetr ; prawo 30 milimetr	ICD10:Z98.8	1	1	Inne okreœlone stany po zabiegach chirurgicznych
ponowny przewê¿enie ga³êzie têtnica p³ucny do œr lewy - 2 milimetr ; prawo 25 milimetr	ICD10:Z98.8	1	4	Inne okreœlone stany po zabiegach chirurgicznych
zamkniêcie klatka piersiowy	ICD10:Z98.8	1	4	Inne okreœlone stany po zabiegach chirurgicznych
ponowny zabieg rashkinda	ICD10:Z98.8	1	3	Inne okreœlone stany po zabiegach chirurgicznych
zabieg dwukierunkowy glenna	ICD10:Z98.8	1	1	Inne okreœlone stany po zabiegach chirurgicznych
zwê¿enie prawy prawy i lewy t p³ucny w miejsce uprzedni ' bandingów	ICD10:I28.8	1	3	Inne okreœlone choroby naczyñ p³ucnych
operacja meta fontana ( tunel zewn¹trzprzedsionkowy z fenestracj¹	ICD10:Z98.8	2	8	Inne okreœlone stany po zabiegach chirurgicznych
podœluzówkowy rozszczep podniebienie	ICD10:Q35	3	6	Rozszczep podniebienia
opóŸnienie rozwój psycho-ruchowego	ICD10:R62.0	10	17	OpóŸnienie etapów rozwoju fizjologicznego
niedro¿noœæ têtnica biodrowy zewnêtrzny po strona prawy	ICD10:I74.5	3	4	Zator i zakrzep têtnicy biodrowej
niedow³ad wiotki koñczyna dolny	ICD10:G82.0	8	8	Wiotkie pora¿enie koñczyn dolnych
pêcherz neurogenny	ICD10:N31.0	8	12	Pêcherz moczowy neurogenny niesklasyfikowany gdzie indziej
zamkniêcie fenestracji zestaw ado ii	ICD10:Z95.8	2	9	Obecnoœæ innych implantów i przeszczepów sercowo-naczyniowych
implantacja stent zilver flex 8x20 milimetr do przewód têtniczy	ICD10:Z95.8	1	1	Obecnoœæ innych implantów i przeszczepów sercowo-naczyniowych
implantacja stent formula 418 ( cook ) 8x12 milimetr do lpa	ICD10:Z95.8	1	1	Obecnoœæ innych implantów i przeszczepów sercowo-naczyniowych
plastyk ³uk aorta	ICD10:Z98.8	1	1	Inne okreœlone stany po zabiegach chirurgicznych
zespolenie pieñ p³ucny z aorta wstêpuj¹c¹	ICD10:Z98.8	1	1	Inne okreœlone stany po zabiegach chirurgicznych
zespolenie rv-pa o œrednica 7 milimetr	ICD10:Z98.8	1	1	Inne okreœlone stany po zabiegach chirurgicznych
angioplastyka uprzednio implantowaæ stent	ICD10:Z95.8	1	1	Obecnoœæ innych implantów i przeszczepów sercowo-naczyniowych
podwi¹zaniem zespolenie rv-pa	ICD10:Z98.8	3	3	Inne okreœlone stany po zabiegach chirurgicznych
idiopatyczny poszerzenie pieñ p³ucny	ICD10:I28.8	1	1	Inne okreœlone choroby naczyñ p³ucnych
klatka piersiowy szewski	ICD10:Q67.6	1	1	Klatka piersiowa szewska
ko³atanie serce	ICD10:R00.2	11	11	
ponowny przewê¿enie têtnica p³ucny	ICD10:Z98.8	1	1	Inne okreœlone stany po zabiegach chirurgicznych
korekcja ca³kowity wada metoda jatene w modyfikacja lecompte	ICD10:Z98.8	1	1	Inne okreœlone stany po zabiegach chirurgicznych
ubytek ubytek w przegroda miêdzyprzedsionkowej	ICD10:Q21.1	1	1	Ubytek przegrody miêdzyprzedsionkowej
wrodzony wada serce - tetralogia fallota bez zastawka têtnica p³ucny	ICD10:Q21.3	1	1	Tetralogia Fallota
operacja z u¿ycie zastawka biologiczny contegra	ICD10:Z95.3	1	1	Obecnoœæ ksenogenicznej zastawki serca
reoperacji uwolnienia lewy oskrzele	ICD10:Z98.8	1	1	Inne okreœlone stany po zabiegach chirurgicznych
zespó³ digeorga	ICD10:D82.1	1	1	Zespó³ DiGeorge’a
mikrodelecja 22q11	ICD10:D82.1	3	3	Zespó³ DiGeorge’a
operacja metoda norwooda	ICD10:Z98.8	31	83	Inne okreœlone stany po zabiegach chirurgicznych
operacja meta fontana ( tunel zewn¹trzprzedsionkowy z u¿ycie proteza gore-tex œr 20 milimetr ) z fenestracj¹	ICD10:Z95.8	2	2	Obecnoœæ innych implantów i przeszczepów sercowo-naczyniowych
zwê¿enie proksymalnego odcinek lewy têtnica p³ucny	ICD10:Q25.6	2	2	Zwê¿enie pnia p³ucnego
interwencyjny zamkniêcie	ICD10:Z95.8	12	25	Obecnoœæ innych implantów i przeszczepów sercowo-naczyniowych
implantacja stent formula cook 10x20 milimetr do lewy têtnica p³ucny	ICD10:Z95.8	1	1	Obecnoœæ innych implantów i przeszczepów sercowo-naczyniowych
wrodzony wada serce pod postaæ zespó³ hipoplazja lewy serce	ICD10:Q23.4	54	54	Zespó³ niedorozwoju lewej czêœci serca
przeciêcie i podwi¹zaniem zespolenie rv-pa	ICD10:Z98.8	1	2	Inne okreœlone stany po zabiegach chirurgicznych
kolaterali systemowo p³ucny	ICD10:Q25.7	2	2	Inne wrodzone wady rozwojowe pnia p³ucnego
sprê¿ynka wewn¹trznaczyniowy	ICD10:Z95.8	2	2	Obecnoœæ innych implantów i przeszczepów sercowo-naczyniowych
wrodzony wada serce pod postaæ prze³o¿enie g³ówny pieñ têtniczy	ICD10:Q20.3	6	6	Nieprawid³owe po³¹czenia komorowo-têtnicze
operacja byæ rastelli	ICD10:Z98.8	2	6	Inne okreœlone stany po zabiegach chirurgicznych
operacja wymiana homograftu p³ucny	ICD10:Z95.4	2	8	Obecnoœæ innych protez zastawek serca
operacja zwê¿enie droga wyp³yw z prawy komora	ICD10:Z95.8	1	2	Obecnoœæ innych implantów i przeszczepów sercowo-naczyniowych
skolioza prawostronny	ICD10:M41.9	5	7	Skolioza, nieokreœlona
przewlek³y wirusowy zapalenie w¹troba typ b	ICD10:B18.1	5	7	Przewlek³e wirusowe zapalenie w¹troby typu B bez wirusa delta
wzw b ( + )	ICD10:B18.1	2	3	Przewlek³e wirusowe zapalenie w¹troby typu B bez wirusa delta
odra szczepiæ	ICD10:Z20.8	1	3	Stycznoœæ i nara¿enie na inne choroby zakaŸne
wymiana homograftu p³ucny	ICD10:Z95.4	3	7	Obecnoœæ innych protez zastawek serca
³uszczyca	ICD10:L40.9	28	40	£uszczyca, nieokreœlona
przepuklina miêdzykrêgowy odcinek l4-l5 krêgos³up	ICD10:M51.2	1	1	Inne okreœlone przemieszczenia kr¹¿ków miêdzykrêgowych
ciêcie cesarski	ICD10:O82.9	23	65	Poród pojedynczy przez ciêcie cesarskie, nieokreœlony
zabieg ortopedyczny	ICD10:Z98.8	2	5	Inne okreœlone stany po zabiegach chirurgicznych
okresowy ból w klatka piersiowy promieniowaæ do gard³o	ICD10:R07.4	1	1	Ból w klatce piersiowej, nieokreœlony
okresowo podawaæ uczucie zawrót g³owa	ICD10:R42	1	1	Zawroty g³owy i odurzenie
³agodny niedomykalnoœæ mitralny	ICD10:I34.0	27	29	Niedomykalnoœæ zastawki mitralnej
przepuklina miêdzykrêgowy lêdŸwiowy   l4-l5	ICD10:M51.2	1	1	Inne okreœlone przemieszczenia kr¹¿ków miêdzykrêgowych
cukrzyca	ICD10:E14	32	42	Cukrzyca nieokreœlona
alergia wziewny	ICD10:Z91.0	11	13	Uczulenie na czynniki inne ni¿ leki i substancje biologiczne w wywiadzie
wypadek komunikacyjny	ICD10:V99	14	16	Nieokreœlony wypadek komunikacyjny
wrodzony wada serce pod postaæ atrezja zastawka têtnica p³ucny	ICD10:Q22.0	17	18	Zaroœniêcie zastawki pnia p³ucnego
unaczynienie p³uco z naczynie kr¹¿enie oboczny	ICD10:Q25.7	3	3	Inne wrodzone wady rozwojowe pnia p³ucnego
operacja unifokalizacji têtnica p³ucny	ICD10:Z98.8	1	1	Inne okreœlone stany po zabiegach chirurgicznych
operacja wymiana proteza gore-tex ³¹czyæ prawy komora z pieñ p³ucny o œr 8 milimetr na proteza gore-tex o œr 10 milimetr	ICD10:Z95.8	1	1	Obecnoœæ innych implantów i przeszczepów sercowo-naczyniowych
wrodzony wada serce pod postaæ zaroœniêcia zastawka têtnica p³ucny	ICD10:Q22.0	20	20	Zaroœniêcie zastawki pnia p³ucnego
unifokalizacji têtnica p³ucny	ICD10:Z98.8	2	2	Inne okreœlone stany po zabiegach chirurgicznych
mapca 's	ICD10:Q25.7	7	7	Inne wrodzone wady rozwojowe pnia p³ucnego
wyciêcie odcinek aorta zstêpowaæ z obecny trzy ujœcie têtnica zaopatrywaæ p³uco	ICD10:Z98.8	3	3	Inne okreœlone stany po zabiegach chirurgicznych
po³¹czenie on za pomoc proteza gore tex œr7 milimetr z wytworzyæ otwór w droga wyp³yw prawy komora	ICD10:Z95.8	1	1	Obecnoœæ innych implantów i przeszczepów sercowo-naczyniowych
zespolenie aorta koniec do koniec	ICD10:Z98.8	3	3	Inne okreœlone stany po zabiegach chirurgicznych
wymiot	ICD10:R11	9	9	Nudnoœci i wymioty
infekcja	ICD10:J00	4	43	Ostre zapalenie nosa i gard³a [przeziêbienie]
po³¹czenie on za pomoc proteza gore tex 7 milimetr z wytworzyæ otwór w droga wyp³yw prawy komora	ICD10:Z95.8	2	2	Obecnoœæ innych implantów i przeszczepów sercowo-naczyniowych
kardiomiopatia przerostowy	ICD10:I42.2	27	35	Inne kardiomiopatie przerostowe
leczenie operacyjny wada	ICD10:Z98.8	2	3	Inne okreœlone stany po zabiegach chirurgicznych
przetrwaæ przewód têtniczy	ICD10:Q25.0	26	28	Dro¿ny przewód têtniczy
samoistnie zamkn¹æ : ubytek w przegroda miêdzykomorowy i otwór owalny	ICD10:Q21	2	2	Wrodzone wady rozwojowe przegród serca
z u¿ycie zestaw amplatzer duct occluder ii 6mm/5 milimetr	ICD10:Z95.8	1	1	Obecnoœæ innych implantów i przeszczepów sercowo-naczyniowych
wrodzony wada serce pod postaæ hipoplazja ³uk aorta zastawka aortalny   dwudzielny i lewy komora	ICD10:Q23.4	1	1	Zespó³ niedorozwoju lewej czêœci serca
operacja plastyka	ICD10:Z98.8	2	11	Inne okreœlone stany po zabiegach chirurgicznych
z³o¿ony wada serce	ICD10:Q20	9	14	Wrodzone wady rozwojowe jam i po³¹czeñ sercowych
³atka dakronowy	ICD10:Z95.8	1	1	Obecnoœæ innych implantów i przeszczepów sercowo-naczyniowych
zamkniêcie przewód têtniczy	ICD10:Z98.8	1	1	Inne okreœlone stany po zabiegach chirurgicznych
zdjêcie opaska przewê¿aj¹cych ga³¹Ÿ p³ucny	ICD10:Z98.8	1	1	Inne okreœlone stany po zabiegach chirurgicznych
zwê¿enie ³uk i cieœñ aorta	ICD10:Q25	1	1	Wrodzone wady rozwojowe du¿ych têtnic
przerwaæ hipoplastycznego ³uk aorta	ICD10:Q25.4	1	1	Inne wrodzone wady rozwojowe aorty
bandingu pa	ICD10:Z98.8	2	2	Inne okreœlone stany po zabiegach chirurgicznych
ograniczenie wysi³ek fizyczny	ICD10:R53	1	11	Z³e samopoczucie i zmêczenie
zaroœniêciem zastawka têtnica p³ucny	ICD10:Q22.0	17	18	Zaroœniêcie zastawki pnia p³ucnego
liczny kolateralami systemowo-p³ucnymi	ICD10:Q25.7	2	2	Inne wrodzone wady rozwojowe pnia p³ucnego
atrapa	ICD10:Q22.0	3	3	Zaroœniêcie zastawki pnia p³ucnego
prawostronny ³uk aorta	ICD10:Q25.4	20	21	Inne wrodzone wady rozwojowe aorty
operacja czêœciowy unifokalizacji prawostronnej za pomoc proteza gore-tex œr 7 milimetr	ICD10:Z95.8	3	3	Obecnoœæ innych implantów i przeszczepów sercowo-naczyniowych
reoperacji z powód	ICD10:Z98.8	1	3	Inne okreœlone stany po zabiegach chirurgicznych
implantacja stent wieñcowego avantrcarde	ICD10:Z95.5	3	3	Obecnoœæ implantów i przeszczepów zwi¹zanych z angioplastyk¹ wieñcow¹
krytyczny zwê¿enie kolateralii zaopatrywaæ dolny p³ata p³uco prawy	ICD10:I77.1	3	3	Zwê¿enie têtnicy
zakrzepicê w stent	ICD10:T82.8	3	3	Inne powik³ania protez, implantów i przeszczepów sercowych i naczyniowych
wszyciu on do aorta wstêpowaæ	ICD10:Z98.8	3	3	Inne okreœlone stany po zabiegach chirurgicznych
zaroœnieciem zastawka têtnica p³ucny	ICD10:Q22.0	1	1	Zaroœniêcie zastawki pnia p³ucnego
liczny kolateralami   systemowo-p³ucnymi	ICD10:Q25.7	1	1	Inne wrodzone wady rozwojowe pnia p³ucnego
od aorta zstepujacej	ICD10:Z98.8	2	2	Inne okreœlone stany po zabiegach chirurgicznych
od aorta zstêpuj¹cej	ICD10:Z98.8	1	1	Inne okreœlone stany po zabiegach chirurgicznych
z fallota	ICD10:Q21.3	16	16	Tetralogia Fallota
zakrzepica kolaterali	ICD10:I74.8	2	2	Zator i zakrzep innych têtnic
zwêziæ kolateralii lewostronny	ICD10:I77.1	2	2	Zwê¿enie têtnicy
zwê¿enie w stent po strona prawy	ICD10:T82.5	3	3	Mechaniczne powik³anie innych urz¹dzeñ i implantów sercowych i naczyniowych
zakrzepica kolateralii	ICD10:I74.8	1	1	Zator i zakrzep innych têtnic
zwêziæ kolaterali lewostronny	ICD10:I77.1	1	1	Zwê¿enie têtnicy
odciêciu	ICD10:Z98.8	3	3	Inne okreœlone stany po zabiegach chirurgicznych
kolaterali systemowy - p³ucny	ICD10:Q25.7	4	7	Inne wrodzone wady rozwojowe pnia p³ucnego
wrodzony wada serce pod postaæ ca³kowity prawid³owy sp³yw ¿y³a p³ucny o typ nadsercowym	ICD10:Q26.2	1	1	Ca³kowicie nieprawid³owe ujœcie ¿y³ p³ucnych
ubytek w przegroda miêdzyprzedsionkowej typ secundum	ICD10:Q21.1	18	19	Ubytek przegrody miêdzyprzedsionkowej
korekcja wada serce	ICD10:Z98.8	3	8	Inne okreœlone stany po zabiegach chirurgicznych
ubytek przegroda komóra	ICD10:Q21.0	34	35	Ubytek przegrody miêdzykomorowej
korekcja anatomiczny wada meta jatene ' a	ICD10:Z98.8	1	1	Inne okreœlone stany po zabiegach chirurgicznych
tga	ICD10:Q20.3	57	61	Nieprawid³owe po³¹czenia komorowo-têtnicze
korekcja chirurgiczny wada	ICD10:Z98.8	3	4	Inne okreœlone stany po zabiegach chirurgicznych
brak przedw¹trobowego odcinek ¿y³a g³ówny dolny	ICD10:Q26.8	2	2	Inne wrodzone wady rozwojowe du¿ych ¿y³
izomeryzm lewoprzedsionkowy	ICD10:Q20.6	1	1	Izomeria uszek przedsionków serca
³agodny niedomykalnoœæ zastawka aortalny	ICD10:I35.1	48	54	Niedomykalnoœæ zastawki aortalnej
wrodzony wada uk³ad kr¹¿enie - koarktacja aorta	ICD10:Q25.1	7	7	Zwê¿enie cieœni aorty
zwê¿enie zastawka dwudzielny	ICD10:Q23.2	6	6	Wrodzone zwê¿enie zastawki mitralnej
implantacja stent valeo 10 x 26 milimetr do dystalnej czêœæ ³uk aorta i cieœñ aorta	ICD10:Z95.8	1	1	Obecnoœæ innych implantów i przeszczepów sercowo-naczyniowych
zaczynaæ siê nadciœnienie p³ucny wsteczny	ICD10:I27.2	1	1	Nadciœnienie p³ucne wtórne o innej etiologii
alergia   wziewny	ICD10:Z91.0	3	6	Uczulenie na czynniki inne ni¿ leki i substancje biologiczne w wywiadzie
krwawieñ z drogi oddechowy	ICD10:R04.9	7	11	Krwotok z dróg oddechowych, nieokreœlony
podwy¿szyæ cholesterol	ICD10:E78.0	1	1	Czysta hipercholesterolemia
odkrztuszaæ brunatny wydzielina	ICD10:R09.3	1	1	Nieprawid³owa plwocina
trójdzielny	ICD10:I36.1	78	148	Niereumatyczna niedomykalnoœæ zastawki trójdzielnej
blok przedsionkowo-komorowy iii stopieñ	ICD10:I44.2	10	10	Blok przedsionkowo-komorowy zupe³ny
wrodzony z³o¿ony wada serce pod postaæ niezbalansowanego kana³ przedsionkowy - komorowy	ICD10:Q21.2	9	9	Ubytek przegrody przedsionkowo-komorowej
" bandingu " pieñ têtnica p³ucny	ICD10:Z98.8	1	1	Inne okreœlone stany po zabiegach chirurgicznych
operacja metoda dwukierunkowy glenna	ICD10:Z98.8	20	36	Inne okreœlone stany po zabiegach chirurgicznych
wrodzony z³o¿ony wada serce pod postaæ niezbalansowanego kana³ przedsionkowo-komorowego	ICD10:Q21.2	6	6	Ubytek przegrody przedsionkowo-komorowej
bandingu ' ' pieñ têtnica p³ucny	ICD10:Z98.8	1	1	Inne okreœlone stany po zabiegach chirurgicznych
operacja metoda dwikierunkowego   glenna	ICD10:Z98.8	1	1	Inne okreœlone stany po zabiegach chirurgicznych
wrodzony z³o¿ony wada serce sinicza pod postaæ zespó³ fallota	ICD10:Q21.3	2	2	Tetralogia Fallota
ubytek przegroda przedsionkowy - komorowy	ICD10:Q21.2	3	3	Ubytek przegrody przedsionkowo-komorowej
zespolenie systemowy - p³ucny prawostronny	ICD10:Z98.8	11	20	Inne okreœlone stany po zabiegach chirurgicznych
w warunki kr¹¿enie pozaustrojowy	ICD10:Z98.8	2	10	Inne okreœlone stany po zabiegach chirurgicznych
bezobjawowy zespó³ wolffa-parkinsona-white ' a	ICD10:I45.6	1	1	Zespó³ preekscytacji
zespó³ wolffa-parkinsona-white ' a	ICD10:I45.6	1	1	Zespó³ preekscytacji
operacja kardiochirurgiczny	ICD10:Z98.8	12	36	Inne okreœlone stany po zabiegach chirurgicznych
naciêcie pieñ i pierœcieñ zastawka têtnica p³ucny	ICD10:Z98.8	2	2	Inne okreœlone stany po zabiegach chirurgicznych
poszerzenie droga wyp³yw z prawy komora zastawka i pieñ têtnica p³ucny ³atka za w³asny osierdzie dziecko	ICD10:Z98.8	1	1	Inne okreœlone stany po zabiegach chirurgicznych
tetralogi¹ fallota	ICD10:Q21.3	30	30	Tetralogia Fallota
³atka dakronowy o œr 14 milimetr	ICD10:Z95.8	1	1	Obecnoœæ innych implantów i przeszczepów sercowo-naczyniowych
naciêcie przedni œciana prawy komora	ICD10:Z98.8	2	2	Inne okreœlone stany po zabiegach chirurgicznych
belka miêœniowy z droga wyp³yw z prawy komora	ICD10:Q24.3	2	2	Wrodzone zwê¿enie sto¿ka têtniczego prawej komory
warianta guzkowy autoimmunologicznego zapalenie tarczyca	ICD10:E06.3	4	4	Zapalenie tarczycy autoimmunologiczne
okresowy ból w klatka piersiowy nie zwi¹zanych z wysi³ek	ICD10:R07.3	4	6	Inne bóle w klatce piersiowej
okresowy uczucie ko³atania serce	ICD10:R00.2	18	18	
skok ciœnienie têtniczy	ICD10:R03	3	6	Nieprawid³owy wynik pomiaru ciœnienia têtniczego krwi, bez rozpoznania
okresowo dusznoœæ bez zwi¹zek z wysi³ek	ICD10:R06.0	1	1	Dusznoœæ
u¿ywka	ICD10:Z72	16	20	Problemy zwi¹zane ze stylem ¿ycia
migotanie przedsionek	ICD10:I48	42	42	Migotanie i trzepotanie przedsionków
wywiad nowotworowy	ICD10:D48.9	1	1	Nowotwór o niepewnym lub nieznanym charakterze, nieokreœlony
blok serce	ICD10:I44	1	1	Blok przedsionkowo-komorowy i lewej odnogi pêczka Hisa
przechodziæ menopauza	ICD10:N95.1	1	1	Stany zwi¹zane z menopauz¹ i klimakterium u kobiet
wó³ wieloguzkowe	ICD10:E04.9	2	6	Wole nietoksyczne, nieokreœlone
ból g³owa	ICD10:R51	77	79	Ból g³owy
³agodny zwê¿enie cieœñ aorta	ICD10:Q25.1	1	1	Zwê¿enie cieœni aorty
