zespół tik	ICD10:F95.9	1	1	Tiki, nieokreślone
przepuklina pępowinowy	ICD10:Q79.2	3	3	Przepuklina pępowinowa
ubytek w przegroda międzyprzedsionkowej typ otwór wtórny	ICD10:Q21.1	4	4	Ubytek przegrody międzyprzedsionkowej
skrzywienie boczny kręgosłup	ICD10:M41.9	2	2	Skolioza, nieokreślona
zespoł tik	ICD10:F95.9	2	2	Tiki, nieokreślone
tik	ICD10:F95.9	1	1	Tiki, nieokreślone
napadowy częstoskurcz nadkomorowy	ICD10:I47.1	5	6	Częstoskurcz nadkomorowy
dyslipidemia	ICD10:E78.5	3	4	Hiperlipidemia, nieokreślona
przewlekły choroba nerki	ICD10:N18.9	2	4	Przewlekła niewydolność nerek, nieokreślona
polimialgia reumatyczny	ICD10:M35.3	2	2	Polimialgia reumatyczna
zapalenie błona śluzowy żołądek	ICD10:K29.7	7	8	Zapalenie żołądka, nieokreślone
przepuklina rozworu przełykowy	ICD10:K44	9	12	Przepuklina przeponowa
jaskier	ICD10:H40.9	11	14	Jaskra, nieokreślona
uchyłek jelito gruby	ICD10:K57	5	9	Choroba uchyłkowa jelita
przewlekły zapalenie trzustka	ICD10:K86.1	3	3	Inne postacie przewlekłego zapalenia trzustki
dm typ 2	ICD10:E11	7	7	Cukrzyca insulinoniezależna
nadczynność tarczyca	ICD10:E05	6	10	Nadczynność tarczycy [tyreotoksykoza]
dusznosci wysiłkowy	ICD10:R06.0	1	1	Duszność
ból w okolica p/sercowej o charakter kłucie krótkotrwały bez związek z wysiłek fizyczny	ICD10:R07.2	1	1	Ból w okolicy przedsercowej
obrzeków wokół kostka	ICD10:R22.4	1	1	Zlokalizowany obrzęk, guz i guzek w obrębie kończyny dolnej
krwawień	ICD10:R58	35	35	Krwotok niesklasyfikowany gdzie indziej
udar mózg	ICD10:I64	34	34	Udar mózgu, nieokreślony jako krwotoczny lub zawałowy
zawała serce	ICD10:I25.2	22	22	Przebyty zawał serca
uczulenie : na lek	ICD10:Z88	1	1	Uczulenia na leki, środki farmakologiczne i substancje biologiczne w wywiadzie
dolegliwość bólowy w klatka piersiowy	ICD10:R07.4	2	2	Ból w klatce piersiowej, nieokreślony
wrodzony wada serce pod postać ubytek w przegroda przedsionkowy komorowy	ICD10:Q21.2	1	1	Ubytek przegrody przedsionkowo-komorowej
niedomykalność zastawka dwudzielny	ICD10:Q23.3	1	1	Wrodzona niedomykalność zastawki mitralnej
wrodzony wada serce pod postać niedomykalność zastawka aorta	ICD10:Q23.1	1	1	Wrodzona niedomykalność zastawki aortalnej
operacja metoda ross ' a	ICD10:Z95.4	1	1	Obecność innych protez zastawek serca
powikłany dyssekcją prawy tętnica wieńcowy	ICD10:T81.2	1	1	Przypadkowe przebicie lub rozdarcie podczas zabiegu, niesklasyfikowane gdzie indziej
łagodny niedomykalność autograftu w pozycja aortalny	ICD10:I35.1	1	1	Niedomykalność zastawki aortalnej
umiarkowany niedomykalność homograftu w pozycja płucny	ICD10:I37.1	1	1	Niedomykalność zastawki pnia płucnego
łagodny zwężenie w miejsce zespolenie homograftu	ICD10:T82.3	1	1	Mechaniczne powikłanie innych przeszczepów naczyniowych
arytmia komorowy	ICD10:I49.3	2	2	Przedwczesna depolaryzacja [pobudzenie] komór
ból w klatka	ICD10:R07.4	1	1	Ból w klatce piersiowej, nieokreślony
zły samopoczucie	ICD10:R53	2	2	Złe samopoczucie i zmęczenie
podejrzenie półpasiec oczny	ICD10:B02.3	1	1	Choroba gałki ocznej wywołana przez wirus herpes zoster
5x   omdlenie	ICD10:R55	1	1	Omdlenie i zapaść
komorowy zaburzenie rytm	ICD10:I49.3	12	12	Przedwczesna depolaryzacja [pobudzenie] komór
ból głowa naczyniopochodny	ICD10:G44.1	1	1	Naczyniowe bóle głowy niesklasyfikowane gdzie indziej
do 1 paczki/d	ICD10:Z72.0	1	1	Używanie tytoniu
choroba-graves-basedowa	ICD10:E05.0	1	1	Tyreotoksykoza z wolem rozlanym
zmiana zwyrodnieniowy kręgosłup lędźwiowy	ICD10:M47.9	1	1	Zmiany zwyrodnieniowe kręgosłupa, nieokreślone
ostróg piętowy	ICD10:M77.3	1	1	Ostroga kości piętowej
przewlekły choroba niedokrwienny serce	ICD10:I25.9	13	13	Przewlekła choroba niedokrwienna serca, nieokreślona
izolować dysfunkcja rozkurczowy lewy komora	ICD10:I50.1	3	4	
nadciśnienie tętniczy ii stopień według esh i esc	ICD10:I10	1	1	Nadciśnienie samoistne (pierwotne)
fa	ICD10:I48	2	2	Migotanie i trzepotanie przedsionków
pat	ICD10:I47.1	1	1	Częstoskurcz nadkomorowy
cukrzyca t 2	ICD10:E11	1	1	Cukrzyca insulinoniezależna
nefropatia cukrzycowy	ICD10:N08.3*	1	1	Zaburzenia kłębuszków nerkowych w cukrzycy (E10–E14† ze wspólnym czwartym znakiem kodu .2)
choroba graves-basedowa	ICD10:E05.0	1	1	Tyreotoksykoza z wolem rozlanym
orbitopatia   w przebieg choroba graves-basedowa	ICD10:H06.2*	1	1	Wytrzeszcz w zaburzeniach czynności tarczycy (E05.–†)
korekcja ustawienie lewy gałka oczny	ICD10:Z98.8	1	1	Inne określone stany po zabiegach chirurgicznych
przewlekły niewydolność żyła kończyna dolny	ICD10:I87.2	1	1	Niewydolność żył (przewlekła) (obwodowa)
wstrząs anafilaktyczny	ICD10:T88.6	1	1	Wstrząs anafilaktyczny spowodowany działaniem niepożądanym prawidłowo zastosowanego leku lub środka farmakologicznego
zwyrodnienie wielostawowe	ICD10:M15.9	1	1	Choroba zwyrodnieniowa wielostawowa, nieokreślona
przewlekły zapalenie błona śluzowy żołądek i dwunastnica	ICD10:K29	5	5	Zapalenie żołądka i dwunastnicy
ognisko niedokrwienny	ICD10:I63.9	1	1	Zawał mózgu, nieokreślony
prawdopodobnie pfo	ICD10:Q21.1	1	1	Ubytek przegrody międzyprzedsionkowej
przewlekły zapalenie błona śluzowy żołądek i xii	ICD10:K29	1	1	Zapalenie żołądka i dwunastnicy
przewlekle zaparcie	ICD10:K59.0	1	1	Zaparcie
palić 5/dz	ICD10:Z72.0	1	1	Używanie tytoniu
alkohol : sporadycznie	ICD10:Z72.1	1	1	Używanie alkoholu
wada wrodzony serce pod postać podwójny odejście naczynie z komora prawy	ICD10:Q20.1	1	1	Odejście obu dużych naczyń z prawej komory
ubytek przegroda międzykomorowy	ICD10:Q21.1	1	1	Ubytek przegrody międzyprzedsionkowej
obustronny zespolenie systemowo-płucnym	ICD10:Z98.8	1	1	Inne określone stany po zabiegach chirurgicznych
zwężenie homograftu płucny	ICD10:T82.3	1	1	Mechaniczne powikłanie innych przeszczepów naczyniowych
translokacja zrównoważony	ICD10:Q92.9	1	1	Trisomia całkowita lub częściowa autosomów, nieokreślona
zespół wada wrodzony	ICD10:Q87	1	2	Inne określone zespoły wrodzonych wad rozwojowych dotyczące wielu układów
opóźnienie rozwój psychofizyczny	ICD10:R62.0	1	1	Opóźnienie etapów rozwoju fizjologicznego
zespół   wada   wrodzony	ICD10:Q87	2	2	Inne określone zespoły wrodzonych wad rozwojowych dotyczące wielu układów
wrodzony wada serce pod postać przerwać łuk aorta	ICD10:Q25.4	1	1	Inne wrodzone wady rozwojowe aorty
ubytek przegroda	ICD10:Q21.0	1	1	Ubytek przegrody międzykomorowej
plastyka łuk metcrafoorda	ICD10:Z98.8	1	1	Inne określone stany po zabiegach chirurgicznych
plastyk	ICD10:Z98.8	2	2	Inne określone stany po zabiegach chirurgicznych
ubytek w przegroda komóra	ICD10:Q21.0	4	4	Ubytek przegrody międzykomorowej
zdjęcie podwiązka przewężać pienie płucny	ICD10:Z98.8	1	1	Inne określone stany po zabiegach chirurgicznych
iaa	ICD10:Q25.4	1	1	Inne wrodzone wady rozwojowe aorty
operacja metnorwooda	ICD10:Z98.8	3	3	Inne określone stany po zabiegach chirurgicznych
zespolenie systemowy - płucny lewostronny	ICD10:Z98.8	3	3	Inne określone stany po zabiegach chirurgicznych
dwukierunkowy zespolenie metglenna	ICD10:Z98.8	3	3	Inne określone stany po zabiegach chirurgicznych
interwencyjny zamknięcie zespolenie systemowy - płucny lewostronny zestaw jackson-coil-pda 4-4	ICD10:Z95.8	3	3	Obecność innych implantów i przeszczepów sercowo-naczyniowych
zamknięcie fenestracji zestaw amplatzer septal occluder 5 milimetr	ICD10:Z95.8	3	3	Obecność innych implantów i przeszczepów sercowo-naczyniowych
nawracać obturacyjne zapalenie oskrzele	ICD10:J20.9	5	5	Ostre zapalenie oskrzeli, nieokreślone
zwężenie lewy oskrzele główny	ICD10:Q32.3	6	6	Wrodzone zwężenie oskrzela
padaczka	ICD10:G40.9	8	8	Padaczka, nieokreślona
zez zbieżny	ICD10:H50.0	3	3	Zez jawny, towarzyszący, zbieżny
operacyjny korekcja	ICD10:Z98.8	3	3	Inne określone stany po zabiegach chirurgicznych
zez zbieżny gałka oko prawy	ICD10:H50.0	3	3	Zez jawny, towarzyszący, zbieżny
nadwzroczność oba oko	ICD10:H52.0	3	3	Nadwzroczność
implantacja stent valeo 10x 26 milimetr	ICD10:Z95.8	1	1	Obecność innych implantów i przeszczepów sercowo-naczyniowych
nadciśnienie tetnicze ii stopień według esc/esh	ICD10:I10	1	1	Nadciśnienie samoistne (pierwotne)
łagodny nadkomorowe zaburzenie rytm serce	ICD10:I49.1	2	2	
przewlekły zapalenie żołądek	ICD10:K29.5	1	1	Przewlekłe zapalenie żołądka, nieokreślone
podejrzenie choroba dercuma	ICD10:E88.2	1	1	Tłuszczakowatość niesklasyfikowana gdzie indziej
okresowy kołatań serce	ICD10:R00.2	1	1	
pogorszenie tolerancja wysiłek	ICD10:R53	13	15	Złe samopoczucie i zmęczenie
atypowy dolegliwość bólowy w klatka piersiowy	ICD10:R07.3	2	2	Inne bóle w klatce piersiowej
na ciało liczny zmiana tłuszczakowate	ICD10:D17	1	1	Nowotwór niezłośliwy z tkanki tłuszczowej
tyreidektomii	ICD10:E89.0	1	1	Pozabiegowa niedoczynność tarczycy
tachykardia zatokowy	ICD10:R00.0	4	4	Tachykardia, nieokreślona
koarktacji aorta	ICD10:Q25.1	7	7	Zwężenie cieśni aorty
wrodzony niedomykalność zastawka aortalny iii stopień	ICD10:Q23.1	1	1	Wrodzona niedomykalność zastawki aortalnej
koarktacji	ICD10:Q25.1	1	1	Zwężenie cieśni aorty
wrodzony wada serce pod postać zastawkowego zwężenie aorta	ICD10:Q23.0	1	1	Wrodzone zwężenie zastawki aortalnej
komisurotomia	ICD10:Z98.8	1	2	Inne określone stany po zabiegach chirurgicznych
dwupłatkowy zastawka aortalny	ICD10:Q23.8	8	10	Inne wrodzone wady rozwojowe zastawki aortalnej i zastawki mitralnej
tętniak część wstępować aorta	ICD10:I71.2	1	1	Tętniak odcinka piersiowego aorty, bez informacji o pęknięciu
zabieg zwężenie aorta	ICD10:Z98.8	1	1	Inne określone stany po zabiegach chirurgicznych
korekcja wada	ICD10:Z98.8	3	4	Inne określone stany po zabiegach chirurgicznych
przewlekły choroba nerki w 3a stadium według nkf	ICD10:N18.8	1	1	Inna przewlekła niewydolność nerek
torbiel nerki	ICD10:N28.1	6	7	Torbiel nerki, nabyta
łagodny niedokrwistość normocytarna	ICD10:D64.9	1	1	Niedokrwistość, nieokreślona
dyskopatia wielopoziomowy	ICD10:M51.9	1	1	Choroba krążków międzykręgowych, nieokreślona
operacja ucho lewy	ICD10:Z98.8	2	2	Inne określone stany po zabiegach chirurgicznych
niedosłuch lewostronny	ICD10:H90	1	1	Upośledzenie słuchu przewodzeniowe i czuciowo-nerwowe
zaćma oko prawy	ICD10:H26.9	5	5	Zaćma, nieokreślona
rozpierających ból w klatka piersiowy	ICD10:R07.3	1	1	Inne bóle w klatce piersiowej
duszność podczas wysiłek fizyczny	ICD10:R06.0	1	1	Duszność
zaćma op	ICD10:H26.9	1	1	Zaćma, nieokreślona
wielopoziomowy dyskopatia	ICD10:M51.9	1	1	Choroba krążków międzykręgowych, nieokreślona
nasilenie objaw niewydolność serce	ICD10:I50	1	1	Niewydolność serca
wystąpienie objaw tężyczka	ICD10:R29.0	1	1	Tężyczka
wrodzony złożony wada serce - zespół niedorozwój lewy serce	ICD10:Q23.4	2	2	Zespół niedorozwoju lewej części serca
zespolenie systemowo-płucnym lewostronnym	ICD10:Z98.8	2	2	Inne określone stany po zabiegach chirurgicznych
implantacja stent do	ICD10:Z95.8	2	2	Obecność innych implantów i przeszczepów sercowo-naczyniowych
ubytek międzyprzedsionkowego	ICD10:Q21.1	6	6	Ubytek przegrody międzyprzedsionkowej
wycięcie przegroda międzyprzedsionkowej	ICD10:Z98.8	2	2	Inne określone stany po zabiegach chirurgicznych
podwiązaniu zespolenie systemowo-płucnego lewostronny	ICD10:Z98.8	2	2	Inne określone stany po zabiegach chirurgicznych
operacja meta fontana ( tunel zewnątrzprzedsionkowy z fenestracją )	ICD10:Z98.8	2	2	Inne określone stany po zabiegach chirurgicznych
podwiązanie i przecięcie zespolenie komorowo-płucnego	ICD10:Z98.8	2	2	Inne określone stany po zabiegach chirurgicznych
implantacja stent do lewy tętnica płucny	ICD10:Z95.8	4	4	Obecność innych implantów i przeszczepów sercowo-naczyniowych
przetoka żylno-żylne	ICD10:I87.8	1	3	Inne określone zaburzenia funkcji żył
zamknięcie	ICD10:Z95.8	2	8	Obecność innych implantów i przeszczepów sercowo-naczyniowych
zestaw jackson-coil -pda	ICD10:Z98.8	1	2	Inne określone stany po zabiegach chirurgicznych
interwencyjny zamknięcie fenestracji zestaw ado ii	ICD10:Z95.8	1	2	Obecność innych implantów i przeszczepów sercowo-naczyniowych
tężyczka hipokalcemiczna	ICD10:R29.0	1	2	Tężyczka
niedobór vit d3	ICD10:E55.9	2	2	Niedobór witaminy D, nieokreślony
niedowład spastyczny lewostronny	ICD10:G81.1	2	2	Spastyczne porażenie połowicze
astygmatyzm krotkowzroczny oba oko	ICD10:H52.2	1	1	Astygmatyzm
krotkowzrocznosc zwyrodnieniowy oko lewy	ICD10:H44.2	1	1	Krótkowzroczność zwyrodnieniowa, postępująca
podejrzenie niedowidzenie oba oko z przewaga oko lewy	ICD10:H54.2	1	1	Upośledzenie wzroku obuoczne
podejrzenie zwyrodnienie barwnikowy siatkowki	ICD10:H35.5	1	1	Zwyrodnienie siatkówki dziedziczne
próchnica ząb	ICD10:K02.9	2	2	Próchnica zębów, nieokreślona
wrodzony wada serce ( hlhs )	ICD10:Q23.4	2	2	Zespół niedorozwoju lewej części serca
3 etap leczenie operacyjny	ICD10:Z98.8	2	2	Inne określone stany po zabiegach chirurgicznych
nasilenie niewydolność układ krążenie	ICD10:I99	1	1	Inne i nieokreślone zaburzenia układu krążenia
niewydolność serce z zachować frakcja wyrzutowy	ICD10:I50.9	1	1	Niewydolność serca, nieokreślona
usunięcie macica i przydatek	ICD10:Z90.7	3	3	Nabyty brak narządów płciowych
rak endometrium	ICD10:C54.1	3	3	Błona śluzowa macicy
wznowa nowotwór trzon macica	ICD10:C54.1	1	1	Błona śluzowa macicy
zmiana ogniskowy w nadnercze prawy	ICD10:R93.4	1	1	
niewydolność nerki w iv stadium	ICD10:N18.8	1	1	Inna przewlekła niewydolność nerek
wytworzenia przetoka nerkowy po strona prawy	ICD10:Z93.6	2	2	Inne sztuczne otwory w układzie moczowym
wytworzeniu przetoka nadłonowy	ICD10:Z93.5	2	2	Cystostomia
wznową proces nowotworowy	ICD10:C54.1	1	1	Błona śluzowa macicy
naciekaniem trójkąt pęcherz moczowy i cewka moczowy	ICD10:C79.1	1	1	Wtórny nowotwór złośliwy pęcherza oraz innych i nieokreślonych części układu moczowego
niedrożność cewka moczowy	ICD10:N35.8	1	1	Inne zwężenie cewki moczowej
skąpomocz	ICD10:R34	1	1	Bezmocz i skąpomocz
wodonercze obustronny	ICD10:N13.3	1	1	Inne i nieokreślone wodonercze
uczulenie na lek	ICD10:Z88	4	4	Uczulenia na leki, środki farmakologiczne i substancje biologiczne w wywiadzie
palenie papieros	ICD10:Z72.0	2	2	Używanie tytoniu
wrodzony wada serce pod postać skorygowanego przełożenie wielki pień tętniczy	ICD10:Q20.5	4	4	Nieprawidłowe połączenia przedsionkowo-komorowe
cctga	ICD10:Q20.5	4	4	Nieprawidłowe połączenia przedsionkowo-komorowe
zwężenie zastawkowy	ICD10:Q22.1	4	4	Wrodzone zwężenie zastawki pnia płucnego
podzastawkowym tętnica płucny	ICD10:Q24.3	4	4	Wrodzone zwężenie stożka tętniczego prawej komory
dekstrokardia	ICD10:Q24.0	8	8	Prawostronne położenie serca
odwrócenie trzewia	ICD10:Q89.3	4	4	Ułożenie odwrotne
przetrwać żyć główny prawo uchodzić do przedsionek lewy	ICD10:Q26.8	4	4	Inne wrodzone wady rozwojowe dużych żył
operacja zespolenie systemowo-płucnego prawostronnego o śr 5 milimetr	ICD10:Z98.8	4	4	Inne określone stany po zabiegach chirurgicznych
operacja podwiązania zespolenie bt	ICD10:Z98.8	4	4	Inne określone stany po zabiegach chirurgicznych
przetrwałej żyly główny gornej prawy	ICD10:Q26.8	1	1	Inne wrodzone wady rozwojowe dużych żył
plastyka droga odpływ lewy komora	ICD10:Z98.8	4	4	Inne określone stany po zabiegach chirurgicznych
zwężenie tetnicy płucny	ICD10:Q25.6	1	1	Zwężenie pnia płucnego
przetrwałej żyła główny górny prawy	ICD10:Q26.8	3	3	Inne wrodzone wady rozwojowe dużych żył
implantacja mechaniczny zastawka mitralny śr 25 milimetr w pozycja trójdzielny ( mhv 500dm25 std mitral )	ICD10:Z95.2	3	3	Obecność protez zastawek serca
istotny przeciek okołozastawkowy	ICD10:T82.0	3	3	Mechaniczne powikłanie protezy zastawki serca
niewydolność krążenie	ICD10:I50	5	9	Niewydolność serca
nyha iii	ICD10:I50	1	1	Niewydolność serca
aparat ortodontyczny	ICD10:Z97.8	1	1	Obecność innych określonych urządzeń
wrodzony wada serce pod postać dwunapływowej lewy komora	ICD10:Q20.4	1	1	Wejście obu dróg żylnych do jedynej komory
malpozycyjnego ustawienie wielki naczynie	ICD10:Q20.3	4	4	Nieprawidłowe połączenia komorowo-tętnicze
dilv	ICD10:Q20.4	1	1	Wejście obu dróg żylnych do jedynej komory
przewężenie pień płucny	ICD10:Z98.8	4	4	Inne określone stany po zabiegach chirurgicznych
operacja glenna	ICD10:Z98.8	4	4	Inne określone stany po zabiegach chirurgicznych
adenotonsillotomii	ICD10:Z98.8	4	4	Inne określone stany po zabiegach chirurgicznych
wole hashimoto	ICD10:E06.3	4	4	
wrodzony wada serce pod postać dwunapływowej komora	ICD10:Q20.4	1	1	Wejście obu dróg żylnych do jedynej komory
komorowy zaburzenie rytm indukować wysiłek	ICD10:I49.4	3	4	Inne i nieokreślone przedwczesne depolaryzacje [pobudzenia]
wrodzony wada serce pod postać dwunapływowej   komora	ICD10:Q20.4	2	2	Wejście obu dróg żylnych do jedynej komory
napadowy częstoskurcz przedsionkowy	ICD10:I47.1	4	5	Częstoskurcz nadkomorowy
prawidłowy tolerancja glukoza	ICD10:R73.0	5	5	Nieprawidłowe wyniki testu tolerancji glukozy
przewlekły zapalenie błona śluzowy żołądek	ICD10:K29.9	7	11	Zapalenie żołądka i dwunastnicy, nieokreślone
zaburzenie bicie serce pod postać kołatań	ICD10:R00.2	1	1	
uczucie szybki bicie serce	ICD10:R00.2	2	2	
zapalenie spojówka przewlekły	ICD10:H10.4	1	1	Przewlekłe zapalenie spojówek
alergia :   na lek	ICD10:Z88	1	1	Uczulenia na leki, środki farmakologiczne i substancje biologiczne w wywiadzie
sporadycznego okazjonalny palenie tytoń	ICD10:Z72.0	1	1	Używanie tytoniu
tętniak aorta brzuszny	ICD10:I71.4	4	4	Tętniak odcinka brzusznego aorty, bez informacji o pęknięciu
implantacja stentgraftu	ICD10:Z95.8	1	1	Obecność innych implantów i przeszczepów sercowo-naczyniowych
przyścienny skrzeplina tętnica biodrowy lewy	ICD10:I74.3	1	1	Zator i zakrzep tętnic kończyn dolnych
miażdżyca tt szyjny wewnętrzny	ICD10:I70.8	2	2	Miażdżyca innych tętnic
dystalnych odcinek tt kręgowy	ICD10:I70.8	2	2	Miażdżyca innych tętnic
tętniak w obręb aca prawy	ICD10:I67.1	1	1	Tętniak mózgu, niepęknięty
nadciśnienie tętniczy ii stopień według esc/eha	ICD10:I10	1	1	Nadciśnienie samoistne (pierwotne)
zwyrodnienie staw kręgosłup w odc c i l	ICD10:M47.9	2	2	Zmiany zwyrodnieniowe kręgosłupa, nieokreślone
zmiana zwyrodnieniowy staw kolanowy	ICD10:M17.9	2	3	Gonartroza, nieokreślona
biodrowy	ICD10:M16.9	2	2	Koksartroza, nieokreślona
zaćma oko lewy	ICD10:H26.9	2	2	Zaćma, nieokreślona
zwyrodnienie plamka żółty	ICD10:H35.3	2	2	Zwyrodnienie plamki i bieguna tylnego
niedosłuch obustronny	ICD10:H90	2	2	Upośledzenie słuchu przewodzeniowe i czuciowo-nerwowe
tętniak aca prawy	ICD10:I67.1	1	1	Tętniak mózgu, niepęknięty
zaburzenie widzenie	ICD10:H53.9	1	1	Zaburzenia widzenia, nieokreślone
zasłabnąć kilkusekundowe	ICD10:R55	1	1	Omdlenie i zapaść
pełny utrata przytomność	ICD10:R55	1	2	Omdlenie i zapaść
obrzęk kk dolny nawracać	ICD10:R22.4	1	1	Zlokalizowany obrzęk, guz i guzek w obrębie kończyny dolnej
tętniak w obręb aca prawy ( segment a2 )	ICD10:I67.1	1	1	Tętniak mózgu, niepęknięty
zaburzenie pamięć	ICD10:F06.7	2	3	Łagodne zaburzenia procesów poznawczych
prawdopodobnie naczyniopochodny	ICD10:F01.9	1	1	Otępienie naczyniowe, nieokreślone
otępienie alzheimerowskie	ICD10:F00*	1	1	Otępienie w chorobie Alzheimera (G30.–†)
nowotwór	ICD10:D48.9	1	1	Nowotwór o niepewnym lub nieznanym charakterze, nieokreślony
50 paczkolat	ICD10:Z72.0	1	1	Używanie tytoniu
sporadycznie	ICD10:Z72.0	1	1	Używanie tytoniu
alkohol : sporadycznie w mały ilość	ICD10:Z72.1	1	1	Używanie alkoholu
wada wrodzony serce pod postacia ubytek międzykomorowy	ICD10:Q21.0	1	1	Ubytek przegrody międzykomorowej
łagodny niedomykalność aortalny	ICD10:I35.1	5	6	Niedomykalność zastawki aortalnej
azs	ICD10:L20.9	1	1	Atopowe zapalenie skóry, nieokreślone
ganglion -ręka lewy	ICD10:M67.4	1	1	Ganglion
skrzywienie kręgosłup	ICD10:M41.9	1	1	Skolioza, nieokreślona
zasłabnąć	ICD10:R55	2	2	Omdlenie i zapaść
zaawansowany blok przedsionkowo-komorowy ii stopień	ICD10:I44.1	1	1	Blok przedsionkowo-komorowy drugiego stopnia
mózgowy porażenie dziecięcy	ICD10:G80.9	1	1	Mózgowe porażenie dziecięce, nieokreślone
zaburzenie rytm	ICD10:I49.9	3	3	Zaburzenia rytmu serca, nieokreślone
mpdz	ICD10:G80.9	1	1	Mózgowe porażenie dziecięce, nieokreślone
wrodzony złożyć wada serce pod postać ubytek w przegroda komóra przedsionek	ICD10:Q21	3	3	Wrodzone wady rozwojowe przegród serca
przetrwałego przewód tętniczy	ICD10:Q25.0	10	10	Drożny przewód tętniczy
wrodzony wada serce pod postać ubytek w przegroda komóra przedsionek	ICD10:Q21	7	7	Wrodzone wady rozwojowe przegród serca
przewód tętniczy	ICD10:Q25.0	6	6	Drożny przewód tętniczy
wrodzony wada serce pod postać ubytek w przegroda komóra i przedsionek	ICD10:Q21	1	1	Wrodzone wady rozwojowe przegród serca
nadciśnienie płucny być	ICD10:I27.0	1	1	Pierwotne nadciśnienie płucne
wrodzony wada serce pod postać vsd	ICD10:Q21.2	2	3	Ubytek przegrody przedsionkowo-komorowej
zabieg kardiochirurgiczny	ICD10:Z98.8	1	1	Inne określone stany po zabiegach chirurgicznych
wrodzony wada serce pod postać ubytek w przegroda przedsionek komóra	ICD10:Q21	1	1	Wrodzone wady rozwojowe przegród serca
złożony wada serce   vsd	ICD10:Q21.0	1	1	Ubytek przegrody międzykomorowej
skrzywić przegroda nos	ICD10:J34.2	2	2	Skrzywienie przegrody nosa
łagodny niedomykalność tętnica płucny	ICD10:I37.1	2	2	Niedomykalność zastawki pnia płucnego
walwuloplastyce	ICD10:Z98.8	2	2	Inne określone stany po zabiegach chirurgicznych
stenozy płucny	ICD10:Q22.1	2	2	Wrodzone zwężenie zastawki pnia płucnego
kifoza kręgosłup	ICD10:M40.2	1	1	Inna i nieokreślona kifoza
wrodzony wada serce pod postać zwężenie zastawkowego tętnica płucny z łagodny niedomykalność	ICD10:Q22	1	1	Wrodzone wady rozwojowe zastawki pnia płucnego i zastawki trójdzielnej
kyfoza kręgosłup	ICD10:M40.2	1	1	Inna i nieokreślona kifoza
arytmia	ICD10:I49.9	2	2	Zaburzenia rytmu serca, nieokreślone
operacja meta glenna	ICD10:Z98.8	1	1	Inne określone stany po zabiegach chirurgicznych
operacja meta fontana	ICD10:Z98.8	1	1	Inne określone stany po zabiegach chirurgicznych
interwencyjny zamknięcie fenestracji zestaw amplatzer 5 milimetr	ICD10:Z95.8	1	1	Obecność innych implantów i przeszczepów sercowo-naczyniowych
enteropatia z utrata białko	ICD10:K90.4	1	1	Nieprawidłowe wchłanianie w wyniku nietolerancji, niesklasyfikowane gdzie indziej
wrodzony wada serce pod postać hlhs	ICD10:Q23.4	1	1	Zespół niedorozwoju lewej części serca
zespół nadpobudliwość psychoruchowy z deficyt uwaga	ICD10:F90.0	1	1	Zaburzenie aktywności i uwagi
złamanie podstawa paliczek daleki iii palec stopa lewy	ICD10:S92.5	1	1	Złamanie innego palca stopy
zwężenie   w systemowy prawy komorzy	ICD10:Q24.3	1	1	Wrodzone zwężenie stożka tętniczego prawej komory
dysplazja zastawka dwudzielnej z on umiarkowany niedomykalność	ICD10:Q23.3	1	1	Wrodzona niedomykalność zastawki mitralnej
łagodny dysplazja zastawka trójdzielny	ICD10:Q22.8	1	1	Inne wrodzone wady rozwojowe zastawki trójdzielnej
opóźnienie rozwój psychoruchowy	ICD10:R62.0	3	3	Opóźnienie etapów rozwoju fizjologicznego
wada oun	ICD10:Q07.9	1	1	Wrodzone wady rozwojowe układu nerwowego, nieokreślone
wrodzony wada oun	ICD10:Q07.9	1	1	Wrodzone wady rozwojowe układu nerwowego, nieokreślone
niedorozwój półkula i robak móżdżek	ICD10:Q04.3	1	1	Inne wady mózgu z ubytkiem tkanek
wrodzony wada serce - zespół niedorozwój lewy serce	ICD10:Q23.4	2	2	Zespół niedorozwoju lewej części serca
operacja metoda norwooda	ICD10:Z98.8	2	2	Inne określone stany po zabiegach chirurgicznych
zespolenie systemowo-płucnym prawostronnym	ICD10:Z98.8	2	2	Inne określone stany po zabiegach chirurgicznych
operacja dwukierunkowy zespolenie meta glenna	ICD10:Z98.8	2	2	Inne określone stany po zabiegach chirurgicznych
operacja fontana z fenestracją	ICD10:Z98.8	3	3	Inne określone stany po zabiegach chirurgicznych
interwencyjny zamknięcie fenestracji zestaw ado ii 5/4	ICD10:Z95.8	2	2	Obecność innych implantów i przeszczepów sercowo-naczyniowych
3 etap leczenie zabiegowy	ICD10:Z98.8	1	1	Inne określone stany po zabiegach chirurgicznych
wrodzony złożony wada serce pod postać zarośnięcia zastawka tętnica płucny	ICD10:Q22.0	1	1	Zarośnięcie zastawki pnia płucnego
hipoplazja zastawka trójdzielny	ICD10:Q22.8	1	1	Inne wrodzone wady rozwojowe zastawki trójdzielnej
hipoplazja komora prawy	ICD10:Q22.6	1	1	Zespół niedorozwoju prawej części serca
operacja mblalock-taussig prawostronny	ICD10:Z98.8	1	1	Inne określone stany po zabiegach chirurgicznych
operacja mdwukierunkowego glenna	ICD10:Z98.8	1	1	Inne określone stany po zabiegach chirurgicznych
