Zaburzenia metabolizmu lipidów wrodzone	C0023772	Disease or Syndrome
Wrodzone zaburzenia metabolizmu lipidów	C0023772	Disease or Syndrome
Wrodzone zaburzenia przemiany lipidów	C0023772	Disease or Syndrome
Zaburzenia gospodarki lipidowej wrodzone	C0023772	Disease or Syndrome
Mobilizacja tłuszczów	C0023773	Organ or Tissue Function
Peroksydacja lipidowa	C0023775	Molecular Function
Nadtlenki lipidów	C0023776	Organic Chemical
Lipidy	C0023779	Organic Chemical
Dehydrogenaza dihydrolipoamidowa	C0023783	Enzyme
Dehydrogenaza amidu kwasu liponowego	C0023783	Enzyme
Diaforaza	C0023783	Enzyme
Mukopolisacharydoza typu I	C0023786	Disease or Syndrome
Lipochondrodystrofia	C0023786	Disease or Syndrome
Mukopolisacharydoza typ I S	C0023786	Disease or Syndrome
Lipodystrofia	C0023787	Disease or Syndrome
Zanik tkanki podskórnej	C0023787	Disease or Syndrome
Choroba Whipple'a	C0023788	Disease or Syndrome
Lipodystrofia jelitowa	C0023788	Disease or Syndrome
Lipofuscyna	C0023789	Biologically Active Substance
Pigment lipidowy	C0023789	Biologically Active Substance
Kwas tioktanowy	C0023791	Vitamin
Kwas liponowy	C0023791	Vitamin
Lipidozy	C0023794	Disease or Syndrome
Choroba Urbacha-Weithego	C0023795	Disease or Syndrome
Hialinoza skóry i błon śluzowych	C0023795	Disease or Syndrome
Lipoidoproteinozy	C0023795	Disease or Syndrome
Lipoliza	C0023796	Organism Function
Tłuszczak	C0023798	Neoplastic Process
Guz tłuszczowy	C0023798	Neoplastic Process
Zimowiak	C0023798	Neoplastic Process
Tłuszczakowatość	C0023801	Disease or Syndrome
Tłuszczakowatość wielomiejscowa symetryczna	C0023804	Neoplastic Process
Lipopolisacharydy	C0023810	Organic Chemical
Lipoproteiny HDL3	C0023814	Biologically Active Substance
Lipaza lipoproteinowa	C0023816	Enzyme
Czynnik oczyszczający lipemiczny	C0023816	Enzyme
Heparynowy czynnik oczyszczający	C0023816	Enzyme
Hiperlipoproteinemia typ I	C0023817	Disease or Syndrome
Niedobór lipazy lipoproteinowej rodzinny	C0023817	Disease or Syndrome
Lipoproteina X	C0023819	Biologically Active Substance
Lipoproteiny	C0023820	Biologically Active Substance
Lipoproteidy	C0023820	Biologically Active Substance
Lipoproteiny HDL	C0023821	Biologically Active Substance
HDL	C0023821	Biologically Active Substance
Lipoproteidy o wysokiej gęstości	C0023821	Biologically Active Substance
Cholesterol HDL	C0023822	Biologically Active Substance
Cholesterol frakcji HDL	C0023822	Biologically Active Substance
Lipoproteidy HDL cholesterolowe	C0023822	Biologically Active Substance
Lipoproteiny HDL-cholesterolu	C0023822	Biologically Active Substance
Lipoproteiny cholesterolowe o wysokiej gęstości	C0023822	Biologically Active Substance
Lipoproteiny LDL	C0023823	Biologically Active Substance
LDL	C0023823	Biologically Active Substance
Lipoproteiny o niskiej gęstości	C0023823	Biologically Active Substance
Cholesterol LDL	C0023824	Biologically Active Substance
Lipoproteiny o niskiej gęstości cholesterolowe	C0023824	Biologically Active Substance
Lipoproteiny LDL-cholesterolu	C0023824	Biologically Active Substance
Cholesterol frakcji LDL	C0023824	Biologically Active Substance
Lipoproteidy LDL cholesterolowe	C0023824	Biologically Active Substance
Lipoproteiny VLDL	C0023825	Biologically Active Substance
Lipoproteidy o bardzo niskiej gęstości	C0023825	Biologically Active Substance
VLDL	C0023825	Biologically Active Substance
Cholesterol VLDL	C0023826	Biologically Active Substance
Cholesterol frakcji VLDL	C0023826	Biologically Active Substance
Lipoproteiny VLDL-cholesterolu	C0023826	Biologically Active Substance
Tłuszczakomięsak	C0023827	Neoplastic Process
Tłuszczak mięsakowy	C0023827	Neoplastic Process
Liposomy	C0023828	Organic Chemical
Czynniki lipotropowe	C0023831	Biologically Active Substance
Lipotropina beta	C0023832	Hormone
Hormon lipotropowy	C0023832	Hormone
Lipooksygenaza	C0023837	Enzyme
Czytanie z ruchów warg	C0023844	Activity
Barwniki lizaminowe zielone	C0023857	Indicator, Reagent, or Diagnostic Aid
Listeria	C0023859	Bacterium
Listerioza	C0023860	Disease or Syndrome
Zakażenie Listeria	C0023860	Disease or Syndrome
Listeria monocytogenes	C0023861	Bacterium
Pałeczki listeriozy	C0023861	Bacterium
Lizuryd	C0023863	Pharmacologic Substance
Umiejętność czytania i pisania	C0023864	Functional Concept
Analfabetyzm	C0023864	Functional Concept
Niepiśmienność	C0023864	Functional Concept
Piśmienność	C0023864	Functional Concept
Literatura	C0023866	Intellectual Product
Literatura średniowieczna	C0023867	Intellectual Product
Literatura nowożytna	C0023868	Intellectual Product
Kamica	C0023869	Pathologic Function
Calculosis	C0023869	Pathologic Function
Lit	C0023870	Element, Ion, or Isotope
Kwas litocholowy	C0023875	Biologically Active Substance
Kruszenie kamieni	C0023878	Therapeutic or Preventive Procedure
ESWL	C0023878	Therapeutic or Preventive Procedure
Litotrypsja	C0023878	Therapeutic or Preventive Procedure
Litwa	C0023879	Geographic Area
Wielkość miotu	C0023881	Quantitative Concept
Wątroba	C0023884	Body Part, Organ, or Organ Component
Ropień wątroby	C0023885	Disease or Syndrome
Ropień wątroby pełzakowy	C0023886	Disease or Syndrome
Pełzakowica pozajelitowa	C0023886	Disease or Syndrome
Krążenie wątrobowe	C0023889	Organ or Tissue Function
Marskość wątroby	C0023890	Disease or Syndrome
Włóknienie wątroby	C0023890	Disease or Syndrome
Marskość wątroby alkoholowa	C0023891	Disease or Syndrome
Marskość wątroby żółciowa	C0023892	Disease or Syndrome
Marskość żółciowa wtórna	C0023892	Disease or Syndrome
Marskość żółciowa pierwotna	C0023892	Disease or Syndrome
Marskość wątroby doświadczalna	C0023893	Experimental Model of Disease
Choroby wątroby	C0023895	Disease or Syndrome
Zanik wątroby ostry żółty	C0023895	Disease or Syndrome
Choroby wątroby alkoholowe	C0023896	Disease or Syndrome
Choroby wątroby poalkoholowe	C0023896	Disease or Syndrome
Choroby wątroby pasożytnicze	C0023897	Disease or Syndrome
Wyciągi wątrobowe	C0023899	Pharmacologic Substance
Ekstrakty wątrobowe	C0023899	Pharmacologic Substance
Wyciągi z wątroby	C0023899	Pharmacologic Substance
Próby czynnościowe wątroby	C0023901	Laboratory Procedure
Glikogen wątrobowy	C0023902	Biologically Active Substance
Skrobia wątrobowa	C0023902	Biologically Active Substance
Nowotwory wątroby	C0023903	Neoplastic Process
Nowotwory wątroby doświadczalne	C0023904	Neoplastic Process
Wątrobiak doświadczalny	C0023904	Neoplastic Process
Regeneracja wątroby	C0023907	Organ or Tissue Function
Przeszczepianie wątroby	C0023911	Therapeutic or Preventive Procedure
Przeszczep wątroby	C0023911	Therapeutic or Preventive Procedure
Transplantacja wątroby	C0023911	Therapeutic or Preventive Procedure
Testament życia	C0023914	Intellectual Product
Brak zgody na uporczywe leczenie	C0023914	Intellectual Product
Życzenie umierającego	C0023914	Intellectual Product
Jaszczurki	C0023916	Reptile
Kininogen o małym ciężarze molekularnym	C0023922	Biologically Active Substance
Loa	C0023923	Eukaryote
Lobbing	C0023927	Occupational Activity
Lobbowanie	C0023927	Occupational Activity
Lobby	C0023927	Occupational Activity
Lobelina	C0023929	Pharmacologic Substance
Nephropidae	C0023932	Eukaryote
Homary	C0023932	Eukaryote
Obszary sieci lokalnych	C0023933	Manufactured Object
Rozmieszczenie informatorów i wywieszek	C0023943	Manufactured Object
Lokomocja	C0023946	Organism Function
Przemieszczanie się	C0023946	Organism Function
Miejsce sinawe	C0023951	Body Part, Organ, or Organ Component
Współczynnik LOD	C0023956	Quantitative Concept
Lofepramina	C0023961	Pharmacologic Substance
Logika	C0023963	Idea or Concept
Modele logistyczne	C0023965	Intellectual Product
Regresja logistyczna	C0023965	Intellectual Product
Loaoza	C0023968	Disease or Syndrome
Inwazja Loa loa	C0023968	Disease or Syndrome
Loa loa	C0023968	Disease or Syndrome
Loaosis	C0023968	Disease or Syndrome
Życica	C0023969	Plant
Rajgras	C0023969	Plant
Lomustyna	C0023972	Pharmacologic Substance
Londyn	C0023973	Geographic Area
Samotność	C0023974	Finding
Zespół wydłużonego odstępu QT	C0023976	Disease or Syndrome
Opieka długoterminowa	C0023977	Health Care Activity
Czynnik pobudzający tarczycę długodziałający	C0023979	Immunologic Factor
LATS	C0023979	Immunologic Factor
Długowieczność	C0023980	Temporal Concept
Badania długofalowe	C0023981	Research Activity
Badania długookresowe	C0023981	Research Activity
Badania długoterminowe	C0023981	Research Activity
Pętla nefronu	C0023986	Body Part, Organ, or Organ Component
Pętla Henlego	C0023986	Body Part, Organ, or Organ Component
Loperamid	C0023992	Pharmacologic Substance
Lorajmina	C0024001	Pharmacologic Substance
Lorazepam	C0024002	Pharmacologic Substance
Lordoza	C0024003	Disease or Syndrome
Lorisowate	C0024010	Mammal
Los Angeles	C0024015	Geographic Area
Postrzeganie głośności	C0024021	Mental Process
Percepcja głośności	C0024021	Mental Process
Luizjana	C0024024	Geographic Area
Choroba skokowa owiec	C0024025	Disease or Syndrome
Lowastatyna	C0024027	Pharmacologic Substance
Lovastatin	C0024027	Pharmacologic Substance
Miłość	C0024028	Mental Process
Zespół bólowy odcinka krzyżowo-lędźwiowego	C0024031	Sign or Symptom
Ból pleców w okolicy krzyżowej	C0024031	Sign or Symptom
Ból dolnego odcinka kręgosłupa	C0024031	Sign or Symptom
Ból okolicy lędźwiowo-krzyżowej	C0024031	Sign or Symptom
Lumbago	C0024031	Sign or Symptom
Dekompresja brzuszna	C0024047	Therapeutic or Preventive Procedure
Ciśnienie ujemne w dolnej części ciała	C0024047	Therapeutic or Preventive Procedure
Zespół Lowna-Ganonga-Levine'a	C0024054	Disease or Syndrome
Loksapina	C0024056	Pharmacologic Substance
Smarowanie	C0024069	Phenomenon or Process
Oliwienie	C0024069	Phenomenon or Process
Olejenie	C0024069	Phenomenon or Process
Lukanton	C0024071	Pharmacologic Substance
Miracyl D	C0024071	Pharmacologic Substance
Lucenzomycyna	C0024072	Antibiotic
Lucyferazy	C0024075	Indicator, Reagent, or Diagnostic Aid
Angina Ludwiga	C0024081	Disease or Syndrome
Ropowica Ludwiga	C0024081	Disease or Syndrome
Kręgi lędźwiowe	C0024091	Body Part, Organ, or Organ Component
Splot lędźwiowo-krzyżowy	C0024093	Body Part, Organ, or Organ Component
Splot krzyżowy	C0024093	Body Part, Organ, or Organ Component
Okolica lędźwiowo-krzyżowa	C0024094	Body Location or Region
Okolica krzyżowo-lędźwiowa	C0024094	Body Location or Region
Lumikolchicyny	C0024096	Organic Chemical
Białka luminescencyjne	C0024099	Biologically Active Substance
Białka bioluminescencyjne	C0024099	Biologically Active Substance
Fotoproteiny	C0024099	Biologically Active Substance
Luminol	C0024100	Indicator, Reagent, or Diagnostic Aid
Zapalenie skóry bydła guzowate	C0024106	Disease or Syndrome
Wirusy guzowatego zapalenia skóry bydła	C0024107	Virus
Wirusy Neethelinga	C0024107	Virus
Płuca	C0024109	Body Part, Organ, or Organ Component
Płuco	C0024109	Body Part, Organ, or Organ Component
Ropień płuca	C0024110	Disease or Syndrome
Podatność płuc	C0024112	Organ or Tissue Function
Choroby płuc	C0024115	Disease or Syndrome
Choroby płuc grzybicze	C0024116	Disease or Syndrome
Grzybica płuc	C0024116	Disease or Syndrome
Choroba płuc obturacyjna przewlekła	C0024117	Disease or Syndrome
Przewlekła zaporowa choroba płuc	C0024117	Disease or Syndrome
POChP	C0024117	Disease or Syndrome
POCD	C0024117	Disease or Syndrome
Przewlekła obturacyjna choroba płuc	C0024117	Disease or Syndrome
Choroby płuc pasożytnicze	C0024118	Disease or Syndrome
Nowotwory płuc	C0024121	Neoplastic Process
Przeszczepianie płuca	C0024128	Therapeutic or Preventive Procedure
Przeszczep płuca	C0024128	Therapeutic or Preventive Procedure
Przeszczep płucny	C0024128	Therapeutic or Preventive Procedure
Przeszczep płuc	C0024128	Therapeutic or Preventive Procedure
Transplantacja płuca	C0024128	Therapeutic or Preventive Procedure
Pomiary objętości płuc	C0024129	Diagnostic Procedure
Toczeń	C0024131	Disease or Syndrome
Toczeń gruźliczy	C0024131	Disease or Syndrome
Toczeń rumieniowaty skórny	C0024137	Disease or Syndrome
Postać skórna liszaja rumieniowatego	C0024137	Disease or Syndrome
Toczeń rumieniowaty ogniskowy	C0024138	Disease or Syndrome
Liszaj rumieniowaty przewlekły	C0024138	Disease or Syndrome
Toczeń rumieniowaty układowy	C0024141	Disease or Syndrome
Toczeń trzewny	C0024141	Disease or Syndrome
Liszaj rumieniowaty narządowy	C0024141	Disease or Syndrome
Liszaj rumieniowaty trzewny	C0024141	Disease or Syndrome
Zapalenie nerek toczniowe	C0024143	Disease or Syndrome
Zapalenie nerek lupoidalne	C0024143	Disease or Syndrome
Test neuropsychologiczny Luria-Nebraska	C0024149	Diagnostic Procedure
Zestaw testowy Luria-Nebraska	C0024149	Diagnostic Procedure
Faza lutealna	C0024153	Organ or Tissue Function
Faza wydzielnicza cyklu płciowego	C0024153	Organ or Tissue Function
Komórka luteinowa	C0024156	Cell
Komórka ciałka żółtego	C0024156	Cell
Zespół Lutembachera	C0024164	Disease or Syndrome
Czynniki luteolityczne	C0024165	Pharmacologic Substance
Luteoma	C0024167	Neoplastic Process
Lutet	C0024170	Inorganic Chemical
Układ grupowy Lutheran	C0024171	Body System
Luksemburg	C0024176	Geographic Area
Liazy	C0024188	Enzyme
Dezmolazy	C0024188	Enzyme
Ługi	C0024192	Inorganic Chemical
Okłamywanie	C0024195	Individual Behavior
Kłamstwo	C0024195	Individual Behavior
Choroba z Lyme	C0024198	Disease or Syndrome
Krętkowica kleszczowa	C0024198	Disease or Syndrome
Borelioza z Lyme	C0024198	Disease or Syndrome
Limecyklina	C0024200	Antibiotic
Limnea	C0024201	Eukaryote
Limfa	C0024202	Body Substance
Chłonka	C0024202	Body Substance
Wycięcie węzłów limfatycznych	C0024203	Therapeutic or Preventive Procedure
Limfadenektomia	C0024203	Therapeutic or Preventive Procedure
Resekcja węzłów chłonnych	C0024203	Therapeutic or Preventive Procedure
Węzły limfatyczne	C0024204	Body Part, Organ, or Organ Component
Węzły chłonne	C0024204	Body Part, Organ, or Organ Component
Zapalenie węzłów limfatycznych	C0024205	Disease or Syndrome
Rozszerzenie naczyń limfatycznych	C0024214	Disease or Syndrome
Rozszerzenie naczyń limfatycznych jelit	C0024215	Disease or Syndrome
Limfangiektazja jelitowa	C0024215	Disease or Syndrome
Naczyniak limfatyczny	C0024221	Neoplastic Process
Śródbłoniak limfatyczny	C0024221	Neoplastic Process
Naczyniakomięśniak limfatyczny	C0024223	Neoplastic Process
Mięśniak naczyń limfatycznych	C0024223	Neoplastic Process
Mięsak naczyń limfatycznych	C0024224	Neoplastic Process
Zapalenie naczyń limfatycznych	C0024225	Disease or Syndrome
Zapalenie naczyń limfatycznych zakaźne	C0024225	Disease or Syndrome
Choroby układu limfatycznego	C0024228	Disease or Syndrome
Siatkowico-śródbłonkowica	C0024228	Disease or Syndrome
Choroby układu chłonnego	C0024228	Disease or Syndrome
Napromienianie węzłów limfatycznych	C0024230	Therapeutic or Preventive Procedure
Radioterapia węzłów chłonnych	C0024230	Therapeutic or Preventive Procedure
Przerzuty limfatyczne	C0024232	Neoplastic Process
Układ limfatyczny	C0024235	Body System
Układ chłonny	C0024235	Body System
Obrzęk limfatyczny	C0024236	Pathologic Function
Choroba Milroya	C0024236	Pathologic Function
Torbiel limfatyczna	C0024248	Disease or Syndrome
Współdziałanie limfocytów	C0024255	Cell Function
Kooperacja limfocytów	C0024255	Cell Function
Limfocyty T współpracujące z limfocytami B	C0024255	Cell Function
Zmniejszanie liczby limfocytów	C0024257	Therapeutic or Preventive Procedure
Aktywacja limfocytów	C0024262	Cell Function
Limfocyty	C0024264	Cell
Limfocyty niezaangażowane	C0024265	Cell
Limfocyty nieuczulone	C0024265	Cell
Limfocyty dziewicze	C0024265	Cell
Zapalenie opon i splotów naczyniówkowych limfocytowe	C0024266	Disease or Syndrome
Limfocytowe zapalenie opon mózgowych i splotów naczyniówkowych	C0024266	Disease or Syndrome
Wirus choriomeningitis lymphocytaria	C0024267	Virus
Wirusy LCM	C0024267	Virus
Wirusy zapalenia opon miękkich	C0024267	Virus
Wirusy zapalenia opon i splotów naczyniowych	C0024267	Virus
Limfocytoza	C0024282	Disease or Syndrome
Ziarnica weneryczna	C0024286	Disease or Syndrome
Ziarniniak weneryczny	C0024286	Disease or Syndrome
Choroba Nicolasa-Faure'a	C0024286	Disease or Syndrome
Choroba Duranda	C0024286	Disease or Syndrome
Ziarnica pachwinowa	C0024286	Disease or Syndrome
Ziarnica weneryczna pachwin	C0024286	Disease or Syndrome
Limfangiografia	C0024290	Diagnostic Procedure
Limfohistiocytoza hemofagocytarna	C0024291	Disease or Syndrome
Zespół hemofagocytarny	C0024291	Disease or Syndrome
Limfohistiocytoza hemofagocytowa	C0024291	Disease or Syndrome
Tkanka limfoidalna	C0024296	Tissue
Limfokiny	C0024297	Immunologic Factor
Chłoniak	C0024299	Neoplastic Process
Immunoblastoma	C0024299	Neoplastic Process
Mięsak immunoblastyczny	C0024299	Neoplastic Process
Chłoniak grudkowy	C0024301	Neoplastic Process
Choroba Brilla-Symmersa	C0024301	Neoplastic Process
Chłoniak olbrzymiogrudkowy	C0024301	Neoplastic Process
Chłoniak folikularny	C0024301	Neoplastic Process
Chłoniak wielogrudkowy	C0024301	Neoplastic Process
Chłoniak nieziarniczy	C0024305	Neoplastic Process
Chłoniak niehodgkinowski	C0024305	Neoplastic Process
Chłoniak rozlany	C0024305	Neoplastic Process
Chłoniak z komórek mieszanych	C0024305	Neoplastic Process
Chłoniak z małych komórek	C0024305	Neoplastic Process
Chłoniak o średniej złośliwości	C0024305	Neoplastic Process
Chłoniak o niskiej złośliwości	C0024305	Neoplastic Process
Chłoniak o wysokiej złośliwości	C0024305	Neoplastic Process
Mięsak limfatyczny	C0024305	Neoplastic Process
Ziarnica limfomatoidalna	C0024307	Neoplastic Process
Ziarnica chłoniakopodobna	C0024307	Neoplastic Process
Limfocytopenia	C0024312	Disease or Syndrome
Zaburzenia limfoproliferacyjne	C0024314	Neoplastic Process
Zaburzenia rozrostowe układu chłonnego	C0024314	Neoplastic Process
Zaburzenia rozrostowe układu limfatycznego	C0024314	Neoplastic Process
Limfotoksyna alfa	C0024320	Immunologic Factor
TNF-beta	C0024320	Immunologic Factor
Czynnik beta martwicy nowotworu	C0024320	Immunologic Factor
Linestrol	C0024321	Hormone
Toksyny alg	C0024324	Hazardous or Poisonous Substance
Lipresyna	C0024328	Hormone
Lizynowazopresyna	C0024328	Hormone
Dietyloamid kwasu lizergowego	C0024334	Hazardous or Poisonous Substance
Dwuetyloamid kwasu lizergowego	C0024334	Hazardous or Poisonous Substance
Lizyna	C0024337	Biologically Active Substance
Prokolageno-lizyno-2-oksyglutarano-5-dioksygenaza	C0024341	Enzyme
Hydroksylaza lizyny	C0024341	Enzyme
Lizynoalanina	C0024347	Pharmacologic Substance
Lizogenia	C0024352	Biologic Function
O-acylotransferaza 1-acyloglicerofosfocholiny	C0024353	Enzyme
Lizofosfatydylocholiny	C0024360	Organic Chemical
Lizofosfolipaza	C0024361	Enzyme
Fosfolipaza B	C0024361	Enzyme
Lecytynaza B	C0024361	Enzyme
Lizofosfolipidy	C0024367	Organic Chemical
Lizosomy	C0024369	Cell Component
Lizostafin	C0024370	Enzyme
Proteino-lizyno-6-oksydaza	C0024375	Enzyme
Oksydaza lizylowa	C0024375	Enzyme
Ligaza lizyno-tRNA	C0024376	Enzyme
Syntetaza lizylo-t-RNA	C0024376	Enzyme
Makaki	C0024398	Mammal
Makaki jawajskie	C0024399	Mammal
Rezus	C0024400	Mammal
Macaca nemestrina	C0024401	Mammal
Macaca radiata	C0024402	Mammal
Makaou	C0024403	Geographic Area
Choroba Machado-Josepha	C0024408	Disease or Syndrome
Zwyrodnienie rdzeniowo-mózgowe dziedziczne	C0024408	Disease or Syndrome
Choroba Josepha	C0024408	Disease or Syndrome
Makiawelizm	C0024409	Mental Process
Makroglobulinemia Waldenstroma	C0024419	Neoplastic Process
Choroba Waldenstroma	C0024419	Neoplastic Process
Makroglobulinemia	C0024419	Neoplastic Process
Makroglobuliny	C0024420	Immunologic Factor
Makroglosja	C0024421	Disease or Syndrome
Język olbrzymi	C0024421	Disease or Syndrome
Przerost języka	C0024421	Disease or Syndrome
Aktywacja makrofagów	C0024426	Cell Function
Czynniki hamujące migrację makrofagów	C0024429	Immunologic Factor
Makrofagi	C0024432	Cell
Makrostomia	C0024433	Congenital Abnormality
Wielkouście	C0024433	Congenital Abnormality
Plamki statyczne	C0024436	Body Part, Organ, or Organ Component
Plamki woreczka i łagiewki	C0024436	Body Part, Organ, or Organ Component
Plamki słuchowe	C0024436	Body Part, Organ, or Organ Component
Zwyrodnienie plamki żółtej	C0024437	Disease or Syndrome
Madagaskar	C0024443	Geographic Area
Malgasja	C0024443	Geographic Area
Republika malgaska	C0024443	Geographic Area
Madurella	C0024448	Fungus
Mycetoma	C0024449	Disease or Syndrome
Stopa madurska	C0024449	Disease or Syndrome
Maduromikoza	C0024449	Disease or Syndrome
Stopa madurska grzybicza	C0024449	Disease or Syndrome
Grzybica madurska	C0024449	Disease or Syndrome
Aktynomycetoma	C0024449	Disease or Syndrome
Mafenid	C0024452	Antibiotic
Magia	C0024460	Idea or Concept
Magnez	C0024467	Element, Ion, or Isotope
Chlorek magnezowy	C0024472	Inorganic Chemical
Niedobór magnezu	C0024473	Disease or Syndrome
Hipomagnezja	C0024473	Disease or Syndrome
Wodorotlenek magnezowy	C0024476	Inorganic Chemical
Tlenek magnezu	C0024477	Inorganic Chemical
Tlenek magnezowy	C0024477	Inorganic Chemical
Siarczan magnezowy	C0024480	Inorganic Chemical
Magnesy	C0024483	Manufactured Object
Magnes	C0024483	Manufactured Object
Obrazowanie metodą rezonansu magnetycznego	C0024485	Diagnostic Procedure
Badanie metodą rezonansu magnetycznego	C0024485	Diagnostic Procedure
MRI	C0024485	Diagnostic Procedure
Obrazowanie rezonansem magnetycznym	C0024485	Diagnostic Procedure
Spektroskopia rezonansu magnetycznego	C0024487	Diagnostic Procedure
Spektroskopia NMR	C0024487	Diagnostic Procedure
Magnetyzm	C0024488	Occupation or Discipline
Magnetoencefalografia	C0024489	Diagnostic Procedure
Magnetometria	C0024490	Occupational Activity
Reakcja Maillarda	C0024495	Natural Phenomenon or Process
Maine	C0024497	Geographic Area
Nauczanie integracyjne	C0024500	Educational Activity
Pion techniczny	C0024501	Activity
Obsługa techniczna	C0024501	Activity
Usługi konserwacyjno-naprawcze	C0024501	Activity
Świadczenia konserwacyjne i naprawcze	C0024501	Activity
Pion techniczny szpitala	C0024502	Health Care Activity
Obsługa techniczna szpitala	C0024502	Health Care Activity
Świadczenia konserwacyjno-naprawcze w szpitalu	C0024502	Health Care Activity
Usługi konserwacyjno-naprawcze w szpitalu	C0024502	Health Care Activity
Kompleks główny zgodności tkankowej	C0024518	Gene or Genome
Kompleks MHC	C0024518	Gene or Genome
Główny kompleks zgodności tkankowej	C0024518	Gene or Genome
MHC	C0024518	Gene or Genome
Zespoły upośledzonego wchłaniania	C0024523	Disease or Syndrome
Zespoły złego wchłaniania	C0024523	Disease or Syndrome
Malakoplakia	C0024525	Pathologic Function
Zimnica	C0024530	Disease or Syndrome
Malaria	C0024530	Disease or Syndrome
Zarażenie Plazmodium	C0024530	Disease or Syndrome
Zimnica ptaków	C0024533	Disease or Syndrome
Malaria ptaków	C0024533	Disease or Syndrome
Zimnica mózgowa	C0024534	Disease or Syndrome
Zapalenie mózgu malaryczne	C0024534	Disease or Syndrome
Zimnica tropikalna	C0024535	Disease or Syndrome
Zimnica złośliwa	C0024535	Disease or Syndrome
Zimnica Plasmodium falciparum	C0024535	Disease or Syndrome
Zimnica trzeciaczka	C0024537	Disease or Syndrome
Zimnica Plasmodium vivax	C0024537	Disease or Syndrome
Malaria Plasmodium vivax	C0024537	Disease or Syndrome
Malassezia	C0024541	Fungus
Dehydrogenaza jabłczanowa	C0024544	Enzyme
Syntaza jabłczanowa	C0024545	Enzyme
Jabłczany	C0024546	Organic Chemical
Malation	C0024547	Hazardous or Poisonous Substance
Malawi	C0024548	Geographic Area
Malezja	C0024552	Geographic Area
Maleiniany	C0024572	Organic Chemical
Bezwodnik kwasu maleinowego	C0024577	Indicator, Reagent, or Diagnostic Aid
Hydrazyd kwasu maleinowego	C0024578	Hazardous or Poisonous Substance
Maleimidu pochodne	C0024579	Organic Chemical
Mali	C0024581	Geographic Area
Zespół rakowiaka	C0024586	Disease or Syndrome
Hipertermia złośliwa	C0024591	Disease or Syndrome
Symulacja choroby	C0024630	Individual Behavior
Młoteczek	C0024631	Body Part, Organ, or Organ Component
Zespół Mallory'ego-Weissa	C0024633	Disease or Syndrome
Zespół Boerhaave'a	C0024633	Disease or Syndrome
Uszkodzenie połączenia przełyku z żołądkiem	C0024633	Disease or Syndrome
Zgryz nieprawidłowy	C0024636	Anatomical Abnormality
Zwarcie zębów nieprawidłowe	C0024636	Anatomical Abnormality
Zgryz krzyżowy	C0024636	Anatomical Abnormality
Zgryz nieprawidłowy krzyżowy	C0024636	Anatomical Abnormality
Wady zgryzu	C0024636	Anatomical Abnormality
Maloniany	C0024642	Organic Chemical
Dialdehyd malonowy	C0024643	Biologically Active Substance
Malonylo-koenzym A	C0024645	Biologically Active Substance
Cewki Malpighiego	C0024648	Body Part, Organ, or Organ Component
Błąd w sztuce	C0024650	Qualitative Concept
Niedbalstwo zawodowe	C0024650	Qualitative Concept
Postępowanie błędne	C0024650	Qualitative Concept
Leczenie niewłaściwe	C0024650	Qualitative Concept
Malta	C0024653	Geographic Area
Maltoza	C0024658	Pharmacologic Substance
Cukier słodowy	C0024658	Pharmacologic Substance
Sutek zwierzęcy	C0024659	Body Part, Organ, or Organ Component
Wymię	C0024659	Body Part, Organ, or Organ Component
Ssaki	C0024660	Mammal
Gałęzie sutkowe	C0024661	Body Part, Organ, or Organ Component
Wirus raka sutka myszy	C0024662	Virus
Wirusy Bittnera	C0024662	Virus
Nowotwory sutka zwierząt	C0024667	Neoplastic Process
Nowotwory sutka doświadczalne	C0024668	Neoplastic Process
Ciało suteczkowate	C0024670	Body Part, Organ, or Organ Component
Mammografia	C0024671	Diagnostic Procedure
Układy człowiek-maszyna	C0024678	Manufactured Object
Programy opieki koordynowanej	C0024679	Health Care Activity
Opieka koordynowana	C0024679	Health Care Activity
Koordynowana opieka zdrowotna	C0024679	Health Care Activity
Opieka kierowana	C0024679	Health Care Activity
Programy opieki skoordynowanej	C0024679	Health Care Activity
Plany opieki koordynowanej	C0024679	Health Care Activity
Opieka skoordynowana	C0024679	Health Care Activity
Opieka zdrowotna koordynowana	C0024679	Health Care Activity
Kontrola zarządzania	C0024680	Health Care Activity
Współzarządzanie personel-kierownictwo	C0024682	Occupational Activity
Rada pracownicza	C0024682	Occupational Activity
Programy obowiązkowe	C0024684	Governmental or Regulatory Activity
Kwasu migdałowego pochodne	C0024685	Organic Chemical
Żuchwa	C0024687	Body Part, Organ, or Organ Component
Szczęka dolna	C0024687	Body Part, Organ, or Organ Component
Wyrostek kłykciowy żuchwy	C0024688	Body Part, Organ, or Organ Component
Choroby żuchwy	C0024689	Disease or Syndrome
Złamania żuchwy	C0024692	Injury or Poisoning
Urazy żuchwy	C0024693	Injury or Poisoning
Nowotwory żuchwy	C0024694	Neoplastic Process
Nerw żuchwowy	C0024695	Body Part, Organ, or Organ Component
Protezy żuchwy	C0024696	Medical Device
Mandragora	C0024700	Plant
Mandragora lekarska	C0024700	Plant
Mandryl	C0024704	Mammal
Maneb	C0024705	Hazardous or Poisonous Substance
Mangan	C0024706	Element, Ion, or Isotope
Skala przejawów lęku	C0024720	Intellectual Product
Skala przejawów lęku Taylora	C0024720	Intellectual Product
